word,rel_diff
count,14.9205775979596
carlos,13.963039014373717
pacomo,12.73100616016427
almeyda,12.251882272416152
car,10.792858671804423
eugenia,10.266940451745379
alm,9.99315537303217
pac,8.555783709787816
